Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
01/14/2021,2,PA,64053,448151,35093,42510,380555,25919,Report,64053,35093,0,0,0
01/14/2021,2,WY,4951,22745,1917,4054,19917,1527,Report,4951,1917,0,0,0
01/14/2021,2,KY,32312,174748,11473,29269,162711,10141,Report,32312,11473,0,0,0
01/14/2021,2,GU,0,3791,0,0,3785,0,Report,0,0,0,0,0
01/14/2021,2,UT,10878,158587,8450,9553,145025,7046,Admin,10878,8450,1320,13571,1401
01/14/2021,2,VT,2899,32470,1662,1748,28348,1094,Report,2899,1662,0,0,0
01/14/2021,2,MH,155,944,39,150,908,39,Admin,155,40,0,3,0
01/14/2021,2,MI,45135,487631,31651,40009,405433,22567,Admin,45135,31652,4608,68611,8566
01/14/2021,2,HI,-46044,5001,-4033,-47055,3990,-4178,Report,-46044,-4033,0,0,0
01/14/2021,2,MN,18569,198253,14451,9189,170240,10498,Report,18569,14451,0,0,0
01/14/2021,2,NE,8031,120575,5763,7713,102360,4384,Admin,8031,5763,292,16930,1333
01/14/2021,2,FL,116969,1226527,86770,103021,1089244,73291,Admin,116969,86770,10561,117278,11391
01/14/2021,2,MA,16033,233476,13660,10623,204148,9658,Report,16033,13660,0,0,0
01/14/2021,2,MA,23731,346151,19206,20960,296905,14072,Admin,23731,19206,2381,46602,4940
01/14/2021,2,IL,29457,561592,28277,26440,425561,16970,Admin,29457,28278,2813,112259,10986
01/14/2021,2,VI,496,5147,393,469,4534,322,Admin,496,393,27,611,70
01/14/2021,2,RI,2843,44871,2454,1508,38000,1534,Report,2843,2454,0,0,0
01/14/2021,2,LTC,141188,1590139,114226,135183,1513727,104975,Admin,141188,114227,5429,60777,8560
01/14/2021,2,WY,3136,33216,2195,2820,29221,1772,Admin,3136,2196,315,3915,416
01/14/2021,2,OR,14721,129796,9732,11618,117970,8130,Report,14721,9732,0,0,0
01/14/2021,2,NC,45016,459954,29975,40827,402104,23697,Admin,45016,29976,4051,56736,6188
01/14/2021,2,MP,309,4917,258,306,3767,95,Admin,309,259,3,1147,163
01/14/2021,2,AK,3916,42596,2967,2873,35375,1988,Report,3916,2967,0,0,0
01/14/2021,2,RP,41,766,74,41,765,74,Report,41,74,0,0,0
01/14/2021,2,NC,34867,301805,20720,27135,258814,15115,Report,34867,20720,0,0,0
01/14/2021,2,ND,2046,42774,2212,1235,35291,1319,Report,2046,2212,0,0,0
01/14/2021,2,PR,10448,94880,6207,7427,80288,4251,Report,10448,6207,0,0,0
01/14/2021,2,CT,17116,180085,10124,12396,161252,7493,Report,17116,10124,0,0,0
01/14/2021,2,TN,0,264713,12129,0,238591,8631,Report,0,12129,0,0,0
01/14/2021,2,TX,78112,1358291,69268,72232,1182850,53723,Report,78112,69268,0,0,0
01/14/2021,2,CA,83804,975293,63874,48165,798631,39746,Report,83804,63874,0,0,0
01/14/2021,2,SD,2818,69430,3081,2803,58810,2139,Admin,2818,3082,15,10565,941
01/14/2021,2,RP,353,1120,125,353,1120,125,Admin,353,125,0,0,0
01/14/2021,2,DC,4533,59162,3494,3407,46792,2322,Admin,4533,3494,1065,11694,1120
01/14/2021,2,RI,3205,58249,2788,2595,48627,1682,Admin,3205,2788,610,9604,1105
01/14/2021,2,AZ,29044,291484,18021,25574,257264,14239,Admin,29044,18021,3418,33695,3742
01/14/2021,2,SD,3572,54284,2985,1909,44719,1692,Report,3572,2985,0,0,0
01/14/2021,2,MT,2557,46620,2704,1616,39087,1741,Report,2557,2704,0,0,0
01/14/2021,2,MI,72663,364182,29704,50328,307762,22190,Report,72663,29704,0,0,0
01/14/2021,2,NJ,31107,374508,22912,28596,332295,18330,Admin,31107,22913,2480,40052,4546
01/14/2021,2,ID,4749,76703,4654,3725,56321,2637,Admin,4749,4655,505,11940,1343
01/14/2021,2,HI,7666,87050,5594,6535,72897,3950,Admin,7666,5594,1128,14067,1638
01/14/2021,2,WI,20477,250286,13990,16611,210872,9849,Admin,20477,13990,3499,35036,3907
01/14/2021,2,KS,6219,97586,8721,5642,82350,6642,Report,6219,8721,0,0,0
01/14/2021,2,WA,17000,225238,14841,11626,187085,10027,Report,17000,14841,0,0,0
01/14/2021,2,LA,24805,263415,20137,23554,225717,16889,Admin,24805,20138,1212,37048,3192
01/14/2021,2,PR,12675,190450,9747,12192,153385,8338,Admin,12675,9747,470,35251,1333
01/14/2021,2,NV,15191,76844,5298,9772,62290,3385,Report,15191,5298,0,0,0
01/14/2021,2,OK,25525,293299,16711,24080,252810,13299,Admin,25525,16712,967,36957,3233
01/14/2021,2,AL,13602,150038,8988,12781,131643,7115,Admin,13602,8989,817,18198,1865
01/14/2021,2,AK,7567,75866,5223,7364,62767,4056,Admin,7567,5223,198,12925,1154
01/14/2021,2,MT,4009,67681,2809,3731,56787,1938,Admin,4009,2809,258,10352,854
01/14/2021,2,TN,18403,373846,16423,15229,319869,10487,Admin,18403,16424,3065,52026,5764
01/14/2021,2,LTC,146869,1311709,101199,130582,1268721,95593,Report,146869,101199,0,0,0
01/14/2021,2,MO,15133,190447,11011,8117,153518,6344,Report,15133,11011,0,0,0
01/14/2021,2,GA,53909,446260,33467,47802,381913,26553,Admin,53909,33468,3441,44949,5243
01/14/2021,2,WA,25764,350377,20081,21445,288618,14528,Admin,25764,20081,4106,49166,5354
01/14/2021,2,ND,4808,59288,2851,4464,50562,2148,Admin,4808,2851,327,8312,696
01/14/2021,2,OH,19106,348424,24678,17283,338877,23347,Report,19106,24678,0,0,0
01/13/2021,2,MA,26012,322420,18586,20913,275945,12989,Admin,26012,18586,4739,44221,5456
01/13/2021,2,MS,13999,101580,8249,12913,92320,7259,Admin,13999,8250,1077,9141,978
01/13/2021,2,US,1300785,15170038,953864,1016219,12859886,693128,Admin,1300785,953865,267330,2053964,245562
01/13/2021,2,CT,10023,162969,8705,7428,148856,6749,Report,10023,8705,0,0,0
01/13/2021,2,IA,9336,138872,7324,7710,124976,5862,Admin,9336,7324,1619,11234,1316
01/13/2021,2,RP,309,725,87,309,724,87,Report,309,87,0,0,0
01/13/2021,2,KY,22369,209674,13487,19686,189928,11291,Admin,22369,13488,2521,17469,2102
01/13/2021,2,WI,0,137253,9149,0,126460,7809,Report,0,9149,0,0,0
01/13/2021,2,HI,5360,51045,3013,5360,51045,3013,Report,5360,3013,0,0,0
01/13/2021,2,OK,18660,267774,17400,15635,228730,13136,Admin,18660,17401,2800,35990,4082
01/13/2021,2,ND,1249,40728,2441,670,34056,1521,Report,1249,2441,0,0,0
01/13/2021,2,WV,8961,139232,8020,5261,118416,6021,Admin,8961,8020,3698,20735,1998
01/13/2021,2,NH,3758,56313,2606,3021,51811,1964,Report,3758,2606,0,0,0
01/13/2021,2,RI,2844,55044,2710,1605,46032,1587,Admin,2844,2710,1240,8994,1121
01/13/2021,2,MA,0,217443,11369,0,193525,8140,Report,0,11369,0,0,0
01/13/2021,2,SD,2014,50712,2778,1468,42810,1657,Report,2014,2778,0,0,0
01/13/2021,2,WA,12671,208238,14752,7634,175459,10177,Report,12671,14752,0,0,0
01/13/2021,2,NH,4083,64564,3436,3429,58244,2648,Admin,4083,3436,652,6213,784
01/13/2021,2,AR,11722,161370,10446,9123,131914,7341,Admin,11722,10446,2413,26790,2998
01/13/2021,2,DE,2003,28413,1940,723,24243,1350,Report,2003,1940,0,0,0
01/13/2021,2,TN,13456,264713,14046,7379,238591,10444,Report,13456,14046,0,0,0
01/13/2021,2,MO,13530,175314,10020,6383,145401,6054,Report,13530,10020,0,0,0
01/13/2021,2,WI,19963,229809,13480,13972,194261,9449,Admin,19963,13481,5723,31537,3831
01/13/2021,2,WY,3397,30080,2129,2697,26401,1670,Admin,3397,2130,680,3600,451
01/13/2021,2,NC,43915,414938,28517,36569,361277,21890,Admin,43915,28517,7251,52685,6546
01/13/2021,2,MT,4001,63672,3079,3205,53056,1945,Admin,4001,3080,770,10094,1115
01/13/2021,2,VI,322,1273,26,251,1121,4,Report,322,26,0,0,0
01/13/2021,2,OH,17428,329318,21948,16535,321594,20878,Report,17428,21948,0,0,0
01/13/2021,2,US,987485,10867507,720361,726567,9544335,547470,Report,987485,720361,0,0,0
01/13/2021,2,FL,117114,1109558,84147,99959,986223,70318,Admin,117114,84148,15797,106717,11754
01/13/2021,2,OR,10465,115075,8547,7522,106352,7349,Report,10465,8547,0,0,0
01/13/2021,2,AR,50673,94854,7711,37712,80908,5810,Report,50673,7711,0,0,0
01/13/2021,2,DE,2465,41096,2551,1743,33924,1604,Admin,2465,2551,712,6682,910
01/13/2021,2,IN,41644,231923,15544,26998,202283,11513,Report,41644,15544,0,0,0
01/13/2021,2,MH,10,649,93,10,623,89,Report,10,93,0,0,0
01/13/2021,2,NY,56103,688576,50384,42046,617219,41488,Report,56103,50384,0,0,0
01/13/2021,2,NM,15582,169429,9971,11277,137130,6618,Admin,15582,9972,4013,29278,3121
01/13/2021,2,VT,3175,43420,2279,2307,37017,1465,Admin,3175,2279,860,6327,805
01/13/2021,2,IN,28854,314486,19943,20090,260040,13020,Admin,28854,19944,8543,51632,6709
01/13/2021,2,AL,5906,84040,5823,3951,74668,4518,Report,5906,5823,0,0,0
01/13/2021,2,DC,3630,36679,2473,2239,29645,1599,Report,3630,2473,0,0,0
01/13/2021,2,VA,32691,382153,24211,26790,307717,17503,Admin,32691,24211,5440,44685,5195
01/13/2021,2,MD,23047,240130,16052,18904,217348,13147,Admin,23047,16052,4071,22240,2829
01/13/2021,2,NM,3620,81855,5299,2524,69117,3568,Report,3620,5299,0,0,0
01/13/2021,2,SC,0,99887,-2983,0,87547,-4709,Report,0,-2983,0,0,0
01/13/2021,2,WY,1327,17794,1348,891,15863,1078,Report,1327,1348,0,0,0
01/13/2021,2,MN,17444,179684,11798,9381,161051,9185,Report,17444,11798,0,0,0
01/13/2021,2,AS,453,2577,222,351,2215,170,Report,453,222,0,0,0
01/13/2021,2,SD,3569,66612,3473,3359,56007,2210,Admin,3569,3473,209,10550,1262
01/13/2021,2,DC,4190,54629,3367,2777,43385,2142,Admin,4190,3368,1375,10629,1176
01/13/2021,2,GA,54718,392351,28987,43378,334111,22377,Admin,54718,28988,7738,41508,5225
01/13/2021,2,GA,28185,198756,15580,22397,176431,12778,Report,28185,15580,0,0,0
01/13/2021,2,CO,15237,239665,16769,10235,197702,11035,Report,15237,16769,0,0,0
01/13/2021,2,AS,927,3970,368,741,3219,261,Admin,927,368,182,746,106
01/13/2021,2,KY,0,142436,10680,0,133442,9543,Report,0,10680,0,0,0
01/13/2021,2,NE,5221,84920,6881,3292,72049,5095,Report,5221,6881,0,0,0
01/13/2021,2,VT,2894,29571,1547,1747,26600,1131,Report,2894,1547,0,0,0
01/13/2021,2,CA,130170,1479576,95516,93476,1204419,61266,Admin,130170,95517,36190,262940,33564
01/13/2021,2,ME,2947,69272,3097,2171,58584,2020,Admin,2947,3098,772,9304,1061
01/13/2021,2,LA,19625,175811,15878,14198,148835,12479,Report,19625,15878,0,0,0
01/13/2021,2,KS,6123,91367,8490,4590,76708,6411,Report,6123,8490,0,0,0
01/13/2021,2,FL,141045,774485,62208,119301,708486,54081,Report,141045,62208,0,0,0
01/13/2021,2,ND,4886,54480,2864,4288,46098,2006,Admin,4886,2864,594,7985,853
01/13/2021,2,WA,24214,324613,19355,18863,267173,13709,Admin,24214,19355,5064,45060,5443
01/13/2021,2,VI,496,4651,377,394,4065,297,Admin,496,378,102,584,80
01/13/2021,2,ME,6184,61129,3847,3697,51619,2686,Report,6184,3847,0,0,0
01/13/2021,2,AZ,13390,154745,11295,9481,142918,9622,Report,13390,11295,0,0,0
01/13/2021,2,IL,33036,403666,27043,21555,316243,14968,Report,33036,27043,0,0,0
01/13/2021,2,TX,103131,1473496,86331,85169,1278590,65012,Admin,103131,86331,17921,193155,21102
01/13/2021,2,CO,22605,320935,19938,19078,266625,13669,Admin,22605,19938,3256,51539,6135
01/13/2021,2,AK,7071,68299,4951,5549,55403,3504,Admin,7071,4951,1509,12727,1431
01/13/2021,2,GU,0,3791,0,0,3785,0,Report,0,0,0,0,0
01/13/2021,2,RI,2460,42028,2334,1106,36492,1562,Report,2460,2334,0,0,0
01/13/2021,2,IA,8047,112093,6577,5974,100798,5122,Report,8047,6577,0,0,0
01/13/2021,2,NV,8237,106271,6558,6656,86124,4361,Admin,8237,6559,1574,18993,2125
01/13/2021,2,NC,30850,266938,18534,23271,231679,13681,Report,30850,18534,0,0,0
01/13/2021,2,NV,0,61653,3540,0,52518,2292,Report,0,3540,0,0,0
01/13/2021,2,SC,17297,174610,11665,14409,143867,8256,Admin,17297,11665,2734,27944,3258
01/13/2021,2,OK,14657,172788,14288,9831,149313,11082,Report,14657,14288,0,0,0
01/13/2021,2,MI,63834,291519,23833,51122,257434,19222,Report,63834,23833,0,0,0
01/13/2021,2,CA,75188,891489,57915,41920,750466,38396,Report,75188,57915,0,0,0
01/13/2021,2,OH,35294,462188,24709,29054,431428,21032,Admin,35294,24709,6158,30196,3597
01/13/2021,2,PA,45140,582659,36274,32832,494366,25244,Admin,45140,36274,12117,85722,10868
01/13/2021,2,KS,8921,146615,8488,8020,119232,5693,Admin,8921,8488,710,24566,2643
01/13/2021,2,MO,17723,249558,13981,11503,199040,8242,Admin,17723,13981,5876,45238,5449
01/13/2021,2,RP,41,767,74,41,767,75,Admin,41,75,0,0,0
01/13/2021,2,CT,16652,208090,12239,11663,179273,8741,Admin,16652,12240,4417,23877,2982
01/13/2021,2,MT,1980,44063,2784,1010,37471,1866,Report,1980,2784,0,0,0
01/13/2021,2,NE,6871,112544,5740,5804,94647,4059,Admin,6871,5741,1008,16638,1616
01/13/2021,2,AZ,28496,262440,16174,23099,231690,12351,Admin,28496,16175,5325,30277,3783
01/13/2021,2,MI,42094,442496,29288,30013,365424,20174,Admin,42094,29288,11697,64003,8570
01/13/2021,2,FM,141,565,76,141,564,76,Report,141,76,0,0,0
01/13/2021,2,UT,11503,147709,8461,9211,135472,6967,Admin,11503,8461,2291,12251,1492
01/13/2021,2,LA,27136,238610,19475,22732,202163,15629,Admin,27136,19475,4346,35836,3789
01/13/2021,2,LTC,159454,1448951,111617,138106,1378544,103077,Admin,159454,111618,20513,55348,7814
01/13/2021,2,NY,89903,985263,64195,64534,821565,48305,Admin,89903,64195,20081,106236,12514
01/13/2021,2,OR,16397,185107,11891,12371,163393,9181,Admin,16397,11892,3937,19991,2590
01/13/2021,2,MD,16205,178056,12935,13137,165283,11220,Report,16205,12935,0,0,0
01/13/2021,2,UT,8811,104036,6797,7026,94871,5744,Report,8811,6797,0,0,0
01/13/2021,2,PR,0,84432,4766,0,72861,3241,Report,0,4766,0,0,0
01/13/2021,2,ID,3714,42586,3105,2339,35099,2071,Report,3714,3105,0,0,0
01/13/2021,2,MP,459,4608,214,16,3461,51,Admin,459,215,443,1144,163
01/13/2021,2,ID,5206,71954,4695,3303,52596,2599,Admin,5206,4695,1329,11435,1374
01/13/2021,2,MP,419,4141,150,47,3437,50,Report,419,150,0,0,0
01/13/2021,2,LTC,132076,1164840,93315,119902,1138139,90006,Report,132076,93315,0,0,0
01/13/2021,2,MH,38,789,24,38,758,25,Admin,38,25,0,3,0
01/13/2021,2,NJ,29639,343401,21754,24135,303699,17038,Admin,29639,21755,5421,37572,4672
01/13/2021,2,FM,42,704,74,42,702,74,Admin,42,74,0,2,0
01/13/2021,2,TX,83848,1280179,71618,69279,1110618,53172,Report,83848,71618,0,0,0
01/13/2021,2,AL,12482,136436,8648,10297,118862,6567,Admin,12482,8648,2172,17381,2060
01/13/2021,2,IL,32649,532135,30901,24155,399121,16084,Admin,32649,30901,8224,109446,14375
01/13/2021,2,HI,9408,79384,5274,5830,66362,3524,Admin,9408,5274,3562,12939,1742
01/13/2021,2,TN,21648,355443,16358,16179,304640,10217,Admin,21648,16359,5360,48961,5958
01/13/2021,2,WV,8400,112251,5024,5941,94939,2551,Report,8400,5024,0,0,0
01/13/2021,2,PA,42150,384098,29249,26195,338045,22892,Report,42150,29249,0,0,0
01/13/2021,2,VA,15988,217836,10674,11730,192337,7516,Report,15988,10674,0,0,0
01/13/2021,2,PR,14027,177775,10225,13717,141193,7582,Admin,14027,10225,303,34781,2532
01/13/2021,2,AK,2842,38680,2653,2069,32502,1798,Report,2842,2653,0,0,0
01/13/2021,2,MS,17304,71848,6780,14822,64639,5812,Report,17304,6780,0,0,0
01/13/2021,2,MN,22683,253264,14026,14455,211815,8751,Admin,22683,14026,8185,40795,5238
01/13/2021,2,GU,1466,13544,1051,1219,11230,776,Admin,1466,1051,222,1917,253
01/13/2021,2,NJ,22486,262982,17914,16007,234465,14093,Report,22486,17914,0,0,0
01/12/2021,2,CA,125014,1349406,88640,80133,1110943,57064,Admin,125014,88640,44361,226750,30863
01/12/2021,2,RI,1861,39568,2345,1283,35386,1752,Report,1861,2345,0,0,0
01/12/2021,2,PR,9873,84432,4766,6067,72861,3241,Report,9873,4766,0,0,0
01/12/2021,2,NE,5260,79699,6135,3198,68757,4625,Report,5260,6135,0,0,0
01/12/2021,2,TN,0,251257,13868,0,231212,11120,Report,0,13868,0,0,0
01/12/2021,2,UT,12825,136206,8481,11152,126261,7233,Admin,12825,8482,1671,9960,1247
01/12/2021,2,WI,1992,137253,9979,1706,126460,8586,Report,1992,9979,0,0,0
01/12/2021,2,NY,84296,895360,61913,59397,757031,47896,Admin,84296,61914,20103,86155,10958
01/12/2021,2,WA,7352,195567,14103,4619,167825,10178,Report,7352,14103,0,0,0
01/12/2021,2,WV,7138,103851,5531,6046,88998,3409,Report,7138,5531,0,0,0
01/12/2021,2,GU,1339,12078,890,963,10011,641,Admin,1339,891,353,1695,230
01/12/2021,2,MI,41898,400402,27123,27822,335411,19340,Admin,41898,27124,13518,52306,7169
01/12/2021,2,MS,14169,87581,7216,12235,79407,6231,Admin,14169,7217,1888,8064,974
01/12/2021,2,KY,18905,187305,12816,15430,170242,10750,Admin,18905,12816,3330,14948,1980
01/12/2021,2,ID,5539,66748,4613,2860,49293,2605,Admin,5539,4613,1800,10106,1267
01/12/2021,2,TX,80663,1196331,71783,65070,1041339,52332,Report,80663,71783,0,0,0
01/12/2021,2,IL,32754,499486,29864,23585,374966,15348,Admin,32754,29865,8914,101222,14070
01/12/2021,2,VA,34870,349462,22556,27034,280927,15778,Admin,34870,22556,6369,39245,4991
01/12/2021,2,NJ,19668,240496,17078,13308,218458,14049,Report,19668,17078,0,0,0
01/12/2021,2,IN,25917,285632,18038,17278,239950,12086,Admin,25917,18039,8401,43089,5758
01/12/2021,2,ME,0,54945,3256,0,47922,2399,Report,0,3256,0,0,0
01/12/2021,2,MP,245,3722,91,96,3390,44,Report,245,91,0,0,0
01/12/2021,2,HI,3911,45685,2516,3911,45685,2516,Report,3911,2516,0,0,0
01/12/2021,2,MH,62,639,91,60,613,88,Report,62,91,0,0,0
01/12/2021,2,KY,10322,142436,10680,8923,133442,9543,Report,10322,10680,0,0,0
01/12/2021,2,NH,4352,60481,3532,3095,54815,2746,Admin,4352,3532,1255,5561,783
01/12/2021,2,LA,13415,156186,14459,9993,134637,11489,Report,13415,14459,0,0,0
01/12/2021,2,NM,11129,153847,10153,7047,125853,6685,Admin,11129,10154,3838,25265,3211
01/12/2021,2,AL,1606,78134,5408,962,70717,4372,Report,1606,5408,0,0,0
01/12/2021,2,IN,0,190279,11294,0,175285,9235,Report,0,11294,0,0,0
01/12/2021,2,UT,0,95225,6515,0,87845,5649,Report,0,6515,0,0,0
01/12/2021,2,AZ,3495,141355,10378,2492,133437,9260,Report,3495,10378,0,0,0
01/12/2021,2,MH,21,751,22,21,720,22,Admin,21,22,0,3,0
01/12/2021,2,ID,4159,38872,2757,2186,32760,1907,Report,4159,2757,0,0,0
01/12/2021,2,WY,0,16467,1259,0,14972,1050,Report,0,1259,0,0,0
01/12/2021,2,MT,380,42083,2651,214,36461,1850,Report,380,2651,0,0,0
01/12/2021,2,GA,27662,170571,12873,19118,154034,10806,Report,27662,12873,0,0,0
01/12/2021,2,IA,9070,129536,7261,7209,117266,5925,Admin,9070,7261,1839,9615,1186
01/12/2021,2,AS,70,2124,157,0,1864,120,Report,70,157,0,0,0
01/12/2021,2,DC,4818,50439,3267,3127,40608,2079,Admin,4818,3268,1628,9254,1138
01/12/2021,2,SC,18812,99887,4409,10523,87547,2649,Report,18812,4409,0,0,0
01/12/2021,2,NC,42130,371023,26922,34024,324708,20714,Admin,42130,26923,8036,45434,6132
01/12/2021,2,MD,23895,217083,15142,17951,198444,12687,Admin,23895,15143,5914,18169,2388
01/12/2021,2,ME,3582,66325,3334,2231,56413,2208,Admin,3582,3334,1324,8532,1109
01/12/2021,2,NM,1462,78235,5122,1062,66593,3509,Report,1462,5122,0,0,0
01/12/2021,2,DE,702,26410,1778,594,23520,1371,Report,702,1778,0,0,0
01/12/2021,2,ND,3130,49594,2815,2191,41810,1913,Admin,3130,2816,937,7391,891
01/12/2021,2,MA,13361,217443,13285,8311,193525,9939,Report,13361,13285,0,0,0
01/12/2021,2,NV,3002,61653,3872,1405,52518,2575,Report,3002,3872,0,0,0
01/12/2021,2,WI,16824,209846,13005,10998,180289,9430,Admin,16824,13006,5589,25814,3386
01/12/2021,2,KS,6925,137694,8972,5491,111212,5753,Admin,6925,8972,1307,23856,3060
01/12/2021,2,ND,611,39479,2446,135,33386,1582,Report,611,2446,0,0,0
01/12/2021,2,AL,12798,123954,8551,9971,108565,6464,Admin,12798,8551,2811,15209,2064
01/12/2021,2,MN,21931,230581,13334,12012,197360,8955,Admin,21931,13334,9854,32610,4343
01/12/2021,2,OK,288,158131,13589,99,139482,10979,Report,288,13589,0,0,0
01/12/2021,2,FL,102085,992444,79428,83822,886264,66446,Admin,102085,79428,16873,90920,11000
01/12/2021,2,OH,8368,311890,19458,7976,305059,18516,Report,8368,19458,0,0,0
01/12/2021,2,NC,24516,236088,16315,16161,208408,12412,Report,24516,16315,0,0,0
01/12/2021,2,NH,2941,52555,2677,2532,48790,2140,Report,2941,2677,0,0,0
01/12/2021,2,RI,3446,52200,2628,2134,44427,1613,Admin,3446,2628,1308,7754,1013
01/12/2021,2,LTC,95748,1032764,86243,86753,1018237,84658,Report,95748,86243,0,0,0
01/12/2021,2,CO,6243,224428,15705,4288,187467,10549,Report,6243,15705,0,0,0
01/12/2021,2,SD,473,48698,2874,339,41342,1830,Report,473,2874,0,0,0
01/12/2021,2,IL,19559,370630,25665,8358,294688,15174,Report,19559,25665,0,0,0
01/12/2021,2,HI,7812,69976,4430,5624,60532,3114,Admin,7812,4431,2181,9377,1311
01/12/2021,2,RP,310,726,86,310,726,87,Admin,310,87,0,0,0
01/12/2021,2,VI,639,4155,315,524,3671,248,Admin,639,315,115,482,67
01/12/2021,2,DE,3805,38631,2506,2342,32181,1641,Admin,3805,2506,1447,5970,820
01/12/2021,2,NY,52941,632473,47578,44770,575173,40044,Report,52941,47578,0,0,0
01/12/2021,2,AR,13478,149648,10633,9043,122791,7454,Admin,13478,10633,4336,24377,3079
01/12/2021,2,MN,0,162240,10844,0,151670,9344,Report,0,10844,0,0,0
01/12/2021,2,CO,19489,298330,19803,15991,247547,13257,Admin,19489,19804,3429,48283,6421
01/12/2021,2,NJ,24037,313762,20888,17953,279564,16582,Admin,24037,20888,6050,32151,4262
01/12/2021,2,FM,119,424,56,118,423,56,Report,119,56,0,0,0
01/12/2021,2,OK,19562,249114,18198,15615,213095,13655,Admin,19562,18199,3786,33190,4368
01/12/2021,2,AZ,25340,233944,14204,20050,208591,10942,Admin,25340,14205,5231,24952,3229
01/12/2021,2,MD,15620,161851,12082,12630,152146,10747,Report,15620,12082,0,0,0
01/12/2021,2,PA,36609,341948,25342,34135,311850,21121,Report,36609,25342,0,0,0
01/12/2021,2,AK,811,35838,2398,628,30433,1641,Report,811,2398,0,0,0
01/12/2021,2,MT,3161,59671,3327,2069,49851,2118,Admin,3161,3328,1071,9324,1175
01/12/2021,2,CT,17448,191438,12230,11258,167610,9139,Admin,17448,12231,4479,19460,2558
01/12/2021,2,US,1229615,13869253,911461,900903,11843667,665106,Admin,1229615,911462,309883,1786634,231564
01/12/2021,2,VA,11241,201848,10193,6917,180607,7424,Report,11241,10193,0,0,0
01/12/2021,2,AK,6767,61228,4630,5784,49854,3176,Admin,6767,4630,976,11218,1440
01/12/2021,2,MS,1197,54544,4624,918,49817,3954,Report,1197,4624,0,0,0
01/12/2021,2,KS,8027,85244,9298,4660,72118,7427,Report,8027,9298,0,0,0
01/12/2021,2,PR,12283,163748,8243,10833,127476,5627,Admin,12283,8244,1443,34478,2506
01/12/2021,2,LA,24542,211474,18266,18428,179431,14335,Admin,24542,18266,5984,31490,3873
01/12/2021,2,LTC,156259,1289497,102382,137402,1240438,96762,Admin,156259,102383,17946,34835,4903
01/12/2021,2,TX,104451,1370365,86454,84725,1193421,64439,Admin,104451,86455,19638,175234,21795
01/12/2021,2,SC,16017,157313,10735,11265,129458,7327,Admin,16017,10736,4150,25210,3241
01/12/2021,2,VT,920,26677,1532,740,24853,1278,Report,920,1532,0,0,0
01/12/2021,2,FM,143,662,78,143,660,78,Admin,143,79,0,2,0
01/12/2021,2,OR,14420,168710,10733,10250,151022,8475,Admin,14420,10734,3911,16054,2132
01/12/2021,2,WA,22486,300399,18665,15608,248310,13240,Admin,22486,18665,6698,39996,5223
01/12/2021,2,GA,45690,337633,24301,35606,290733,18834,Admin,45690,24302,7542,33770,4439
01/12/2021,2,CA,33663,816301,51332,21530,708546,36351,Report,33663,51332,0,0,0
01/12/2021,2,PA,47562,537519,34887,32109,461534,24819,Admin,47562,34887,15200,73605,9918
01/12/2021,2,AR,3302,44181,472,2960,43196,423,Report,3302,472,0,0,0
01/12/2021,2,TN,20175,333795,16423,13278,288461,10611,Admin,20175,16423,6696,43601,5611
01/12/2021,2,OH,30696,426894,24557,24075,402374,21507,Admin,30696,24557,6491,24038,2980
01/12/2021,2,VT,3344,40245,2229,1875,34710,1467,Admin,3344,2230,1432,5467,755
01/12/2021,2,DC,3821,33049,2457,2364,27406,1658,Report,3821,2457,0,0,0
01/12/2021,2,VI,285,951,-15,282,870,-26,Report,285,-15,0,0,0
01/12/2021,2,NE,7141,105673,5842,5401,88843,4007,Admin,7141,5842,1655,15630,1773
01/12/2021,2,SD,4388,63043,3569,2582,52648,2164,Admin,4388,3569,1805,10341,1403
01/12/2021,2,FL,0,633440,48310,0,589185,42706,Report,0,48310,0,0,0
01/12/2021,2,MA,26264,296408,17432,19245,255032,12002,Admin,26264,17432,6767,39482,5335
01/12/2021,2,WV,5203,130271,8593,3785,113155,6256,Admin,5203,8594,1417,17037,2336
01/12/2021,2,US,516858,9880022,665014,374631,8817768,521793,Report,516858,665014,0,0,0
01/12/2021,2,NV,8966,98034,6457,5929,79468,4122,Admin,8966,6457,2899,17419,2237
01/12/2021,2,MP,421,4149,150,49,3445,50,Admin,421,151,372,701,100
01/12/2021,2,AS,389,3043,260,189,2478,180,Admin,389,261,200,564,80
01/12/2021,2,IA,5355,104046,6273,3775,94824,5088,Report,5355,6273,0,0,0
01/12/2021,2,OR,7586,104610,7618,6711,98830,6795,Report,7586,7618,0,0,0
01/12/2021,2,CT,5222,152946,9195,3838,141428,7567,Report,5222,9195,0,0,0
01/12/2021,2,GU,0,3791,0,0,3785,0,Report,0,0,0,0,0
01/12/2021,2,MO,11714,161784,9028,5561,139018,5896,Report,11714,9028,0,0,0
01/12/2021,2,MO,17854,231835,13477,9170,187537,8066,Admin,17854,13478,8263,39362,5125
