Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
06/21/2021,25,MH,104,33677,99,28,18617,64,Admin,104,100,90,15905,74
06/21/2021,25,CO,10343,6147344,13664,5028,3325553,4944,Admin,10343,13665,5917,2966718,9200
06/21/2021,25,DC,1307,844373,3212,694,471576,1531,Report,1307,3212,583,357817,1618
06/21/2021,25,NY,39759,21637874,53863,21340,11622738,21286,Admin,39759,53864,21154,10438639,35603
06/21/2021,25,TN,10841,5163651,15749,5270,2855552,6325,Report,10841,15749,5772,2358133,9271
06/21/2021,25,NC,14432,9176143,18108,8032,5114054,7938,Admin,14432,18108,7192,4380589,11072
06/21/2021,25,VT,729,854811,1143,349,472759,433,Admin,729,1144,461,418943,827
06/21/2021,25,AS,233,46260,135,120,25453,78,Admin,233,136,145,20931,68
06/21/2021,25,MS,2931,1996236,3554,1572,1081242,1514,Admin,2931,3555,1483,966777,2164
06/21/2021,25,FL,44664,20925483,52610,27335,11585634,24821,Admin,44664,52610,21882,9874448,32427
06/21/2021,25,VA,15095,9040430,35556,5500,4955529,11755,Report,15095,35556,10111,4296689,24144
06/21/2021,25,IA,4551,2993465,7102,1769,1607738,2387,Report,4551,7102,2925,1484804,5046
06/21/2021,25,MT,911,921549,2460,380,504683,947,Report,911,2460,565,444781,1626
06/21/2021,25,LTC,6065,7880122,2251,3288,4646811,1364,Report,6065,2251,0,0,0
06/21/2021,25,KS,3743,2442071,6289,1717,1359627,2447,Report,3743,6289,2153,1194155,4195
06/21/2021,25,CO,8786,6046139,23497,3421,3295656,7903,Report,8786,23497,5582,2891061,16053
06/21/2021,25,SD,979,813440,1193,609,441970,589,Admin,979,1194,456,396049,692
06/21/2021,25,NE,2575,1854534,3090,1205,987986,1173,Admin,2575,3090,1455,910483,2005
06/21/2021,25,FL,110,20477457,79854,50,11455268,33484,Report,110,79854,470,9470079,50696
06/21/2021,25,CT,10639,4320717,13660,4154,2357374,4654,Report,10639,13660,6886,2104399,9528
06/21/2021,25,NH,1907,1530326,2449,605,830695,695,Admin,1907,2449,1371,741958,1860
06/21/2021,25,VA,16577,9173957,21896,8058,5003289,7876,Admin,16577,21897,9115,4376347,14670
06/21/2021,25,GU,3,180943,1006,1,98644,410,Report,3,1006,2,85082,626
06/21/2021,25,NJ,18716,9893949,41462,7373,5510670,15442,Report,18716,41462,12082,4849487,27980
06/21/2021,25,WA,25041,8359815,34736,9452,4583532,12095,Report,25041,34736,16507,4030435,24144
06/21/2021,25,IL,20661,12940772,27370,12290,7427891,12780,Admin,20661,27371,9785,5740604,15770
06/21/2021,25,AR,3753,2250393,4164,2050,1269927,1908,Admin,3753,4164,1863,1035852,2497
06/21/2021,25,HI,649,1661877,3951,221,975826,1348,Report,649,3951,503,720874,2856
06/21/2021,25,TX,48967,25049611,113832,20116,14083568,47507,Report,48967,113832,30849,11530134,69927
06/21/2021,25,OH,19443,10509262,31080,5880,5649431,9282,Report,19443,31080,14195,5104871,22382
06/21/2021,25,AS,0,45025,144,0,24758,84,Report,0,144,0,20419,70
06/21/2021,25,MN,9869,5754966,16110,3505,3160129,4902,Report,9869,16110,6597,2837275,11665
06/21/2021,25,MS,44,1861535,5404,27,1054179,2274,Report,44,5404,84,859124,3295
06/21/2021,25,NJ,16046,9752622,25232,9252,5364836,9658,Admin,16046,25232,7612,4721363,16565
06/21/2021,25,WV,12053,1391862,3450,6721,769880,1576,Report,12053,3450,5436,654167,2103
06/21/2021,25,CA,73780,42581306,98884,45400,24246432,44604,Admin,73780,98885,34344,19568415,60144
06/21/2021,25,US,610033,318576441,1132945,254664,177342954,444054,Report,610033,1132945,378360,150046006,732381
06/21/2021,25,AK,1280,641221,1236,591,353973,571,Report,1280,1236,753,305948,785
06/21/2021,25,WI,7364,5910878,9492,3836,3132792,3581,Admin,7364,9493,4123,2901311,6472
06/21/2021,25,AZ,701,6347847,18092,248,3613420,7911,Report,701,18092,574,2839623,10602
06/21/2021,25,UT,6055,2823933,6658,3205,1583954,2772,Admin,6055,6658,3194,1354918,4174
06/21/2021,25,AZ,11810,6718106,14167,6229,3724811,5918,Admin,11810,14167,6326,3156811,8947
06/21/2021,25,NC,4556,8529142,17907,1849,4714644,7166,Report,4556,17907,2929,4053490,12034
06/21/2021,25,OH,13556,10658790,19486,6142,5687058,6499,Admin,13556,19487,8264,5264424,13882
06/21/2021,25,RI,1766,1270189,2765,862,688099,935,Admin,1766,2765,953,624721,1889
06/21/2021,25,ME,367,1583075,4588,153,876760,1325,Report,367,4588,303,804785,3505
06/21/2021,25,IA,4033,3019739,4942,2074,1615714,1841,Admin,4033,4943,2304,1507103,3422
06/21/2021,25,NM,3851,2296027,9749,1914,1260047,4514,Report,3851,9749,2182,1100060,6646
06/21/2021,25,TN,8886,5436261,10084,4473,2935105,3875,Admin,8886,10084,4777,2579355,6559
06/20/2021,25,RP,0,24408,4,0,13734,4,Admin,0,4,0,12436,4
06/20/2021,25,OH,6936,10645234,21093,2293,5680916,6659,Admin,6936,21093,4833,5256160,15345
06/20/2021,25,SC,9853,4027578,12152,4380,2221268,5017,Report,9853,12152,6187,1898364,7679
06/20/2021,25,NJ,38033,9875233,36258,15007,5503297,12269,Report,38033,36258,24111,4837405,24696
06/20/2021,25,AR,5590,2185888,5997,2475,1238912,2468,Report,5590,5997,3518,1004791,3821
06/20/2021,25,AS,0,45025,144,0,24758,84,Report,0,144,0,20419,70
06/20/2021,25,SC,3422,4143076,9102,1526,2271676,3858,Admin,3422,9102,2106,1972359,5801
06/20/2021,25,IA,1604,3015706,5359,649,1613640,1879,Admin,1604,5359,1050,1504799,3807
06/20/2021,25,MI,5066,9412311,18251,1980,4996007,6304,Admin,5066,18251,3233,4571413,12575
06/20/2021,25,IA,6257,2988914,7889,2205,1605969,2558,Report,6257,7889,4432,1481879,5737
06/20/2021,25,DC,1817,843066,4068,860,470882,1817,Report,1817,4068,812,357234,2185
06/20/2021,25,DE,702,1032108,2428,257,575130,842,Admin,702,2428,469,494075,1678
06/20/2021,25,NH,902,1528419,2720,325,830090,750,Admin,902,2720,604,740587,2084
06/20/2021,25,CT,8394,4310078,14105,3422,2353220,4654,Report,8394,14105,5405,2097513,9964
06/20/2021,25,AL,2370,3324968,7538,1455,1877421,3534,Admin,2370,7538,984,1546467,4359
06/20/2021,25,GU,38,186835,711,22,100716,262,Admin,38,711,35,88844,483
06/20/2021,25,MA,8499,8766288,18924,2826,4816693,6232,Admin,8499,18924,5918,4200530,13350
06/20/2021,25,MN,12733,5745097,17757,4049,3156624,5274,Report,12733,17757,9100,2830678,13036
06/20/2021,25,AZ,5662,6706296,15080,2224,3718582,5994,Admin,5662,15080,3633,3150485,9790
06/20/2021,25,MO,3386,5070797,9559,1437,2775628,3944,Admin,3386,9559,2010,2427119,6084
06/20/2021,25,NH,525,1497597,3939,237,818832,1007,Report,525,3939,325,743737,3023
06/20/2021,25,MT,1469,920638,2355,661,504303,905,Report,1469,2355,893,444216,1568
06/20/2021,25,CT,3484,4374629,9027,1340,2371931,3310,Admin,3484,9027,2332,2144284,6179
06/20/2021,25,AR,1128,2246640,4340,564,1267877,1910,Admin,1128,4340,641,1033989,2676
06/20/2021,25,VT,243,854082,1381,125,472410,452,Admin,243,1382,147,418482,1048
06/20/2021,25,ME,365,1582708,4547,154,876607,1309,Report,365,4547,276,804482,3478
06/20/2021,25,PR,13986,3029584,18629,5912,1756971,8089,Report,13986,18629,8786,1373944,11308
06/20/2021,25,LA,1929,3353011,6559,869,1814299,2842,Admin,1929,6560,1129,1645810,4142
06/20/2021,25,ME,1013,1611031,3223,349,883821,1022,Admin,1013,3223,712,819165,2404
06/20/2021,25,KY,8237,3902495,16146,3320,2160140,5647,Report,8237,16146,5350,1880256,11180
06/20/2021,25,VA,23621,9025335,35602,8899,4950029,11599,Report,23621,35602,15195,4286578,24463
06/20/2021,25,NY,60269,21211927,84205,23088,11486804,30287,Report,60269,84205,40872,10122006,57050
06/20/2021,25,RI,1069,1268423,2970,370,687237,956,Admin,1069,2971,708,623768,2073
06/20/2021,25,IL,11114,12920111,30094,5360,7415601,13488,Admin,11114,30094,6302,5730819,17750
06/20/2021,25,LTC,16,7871095,1239,3,4648338,821,Admin,16,1239,13,3186313,737
06/20/2021,25,RI,30,1244118,3836,10,679231,1261,Report,30,3836,103,602530,2640
06/20/2021,25,ND,1057,634945,1110,471,347646,482,Report,1057,1110,678,291387,712
06/20/2021,25,GU,1,180940,1243,0,98643,429,Report,1,1243,1,85080,842
06/20/2021,25,FM,82,49503,235,43,29171,171,Admin,82,236,41,24427,161
06/20/2021,25,KS,1237,2553640,4369,496,1414476,1778,Admin,1237,4369,766,1202071,2810
06/20/2021,25,MA,18082,8656159,28091,6112,4787235,9356,Report,18082,28091,12855,4118721,19754
06/20/2021,25,CO,17374,6037353,22329,6012,3292235,7448,Report,17374,22329,11645,2885479,15354
06/20/2021,25,FM,216,48407,313,110,28310,223,Report,216,313,159,23801,221
06/20/2021,25,WI,10667,5774587,17479,3782,3106556,5258,Report,10667,17479,7536,2784679,11877
06/20/2021,25,WY,66,413112,716,44,228716,331,Report,66,716,61,194293,461
06/20/2021,25,NV,2936,2742045,6842,1362,1528907,2801,Admin,2936,6842,1820,1287415,4647
06/20/2021,25,US,848611,317966408,1234838,351149,177088290,463972,Report,848611,1234838,542482,149667646,820917
06/20/2021,25,TN,3725,5427375,10679,1346,2930632,3872,Admin,3725,10679,2475,2574578,7146
06/20/2021,25,WA,6082,8521856,23194,2559,4633924,8500,Admin,6082,23194,3891,4118589,15928
06/20/2021,25,TX,90690,25000644,114693,33841,14063452,47252,Report,90690,114693,60839,11499285,70806
06/20/2021,25,VI,1,75955,217,0,41975,103,Report,1,217,2,33883,124
06/20/2021,25,GA,8175,8344349,20449,3454,4549122,9149,Admin,8175,20450,4934,3837162,11996
06/20/2021,25,AK,321,669505,1132,211,365355,490,Admin,321,1132,180,320868,748
06/20/2021,25,SD,316,812461,1271,149,441361,605,Admin,316,1271,195,395593,754
06/20/2021,25,UT,1504,2817878,7101,666,1580749,2743,Admin,1504,7101,894,1351724,4650
06/20/2021,25,AK,1053,639941,1284,505,353382,583,Report,1053,1284,650,305195,823
06/20/2021,25,AL,6920,3282193,23935,3920,1857660,14523,Report,6920,23935,3311,1562192,10192
06/20/2021,25,TN,12775,5152810,21269,5418,2850282,7388,Report,12775,21269,7242,2352361,13927
06/20/2021,25,CA,132489,41478634,153785,59645,23718831,62880,Report,132489,153785,80408,19010750,98169
06/20/2021,25,MD,177,6659746,27286,56,3635153,9414,Report,177,27286,542,3250388,18598
06/20/2021,25,VT,2318,838245,3273,763,466334,852,Report,2318,3273,1655,400190,2584
06/20/2021,25,NY,24330,21598115,57402,9118,11601398,21452,Admin,24330,57403,16495,10417485,39085
06/20/2021,25,MT,224,937859,1295,113,509319,555,Admin,224,1296,130,456015,853
06/20/2021,25,MO,10699,5009230,24493,4855,2756302,7014,Report,10699,24493,6205,2335502,18197
06/20/2021,25,KY,2631,3963993,8760,1143,2178273,3478,Admin,2631,8761,1622,1918634,5806
06/20/2021,25,NE,58,1785263,3629,23,962049,1138,Report,58,3629,99,873445,2567
06/20/2021,25,PA,7769,13961770,30197,3602,8062562,11920,Admin,7769,30197,4585,6355497,19657
06/20/2021,25,HI,267,1665681,2948,112,977562,976,Admin,267,2949,178,721399,2111
06/20/2021,25,MD,7480,6817821,18023,2738,3693331,6157,Admin,7480,18024,5077,3334786,12426
06/20/2021,25,MH,594,32470,224,353,17749,128,Report,594,224,329,15329,136
06/20/2021,25,SD,206,805667,1246,91,438226,562,Report,206,1246,156,393403,768
06/20/2021,25,WV,3433,1379809,2773,1558,763159,1072,Report,3433,2773,1989,648731,1955
06/20/2021,25,FL,28927,20880819,55961,13890,11558299,25077,Admin,28927,55961,17691,9852566,35644
06/20/2021,25,NM,14129,2292176,9858,7189,1258133,4521,Report,14129,9858,10035,1097878,6734
06/20/2021,25,LTC,573,7874057,1484,333,4643523,-38431,Report,573,1484,0,0,0
06/20/2021,25,CA,31841,42507526,105112,13920,24201032,44839,Admin,31841,105113,19155,19534071,66195
06/20/2021,25,DE,41,1005846,3347,27,568439,1078,Report,41,3347,78,464151,2344
06/20/2021,25,NE,1280,1851959,3367,448,986781,1193,Admin,1280,3367,863,909028,2259
06/20/2021,25,OH,23016,10489819,33431,7531,5643551,10203,Report,23016,33431,15899,5090676,23967
06/20/2021,25,OR,13703,4432588,18137,4667,2419284,5709,Report,13703,18137,9337,2169285,13181
06/20/2021,25,MP,39,53545,245,27,28502,111,Admin,39,246,12,25380,138
06/20/2021,25,VA,8551,9157380,23846,3305,4995231,8050,Admin,8551,23846,5544,4367232,16460
06/20/2021,25,IL,25397,12573511,55532,10841,7301706,21971,Report,25397,55532,15168,5605042,36138
06/20/2021,25,MI,98,9239419,28606,54,4954488,9058,Report,98,28606,354,4577805,20404
06/20/2021,25,MP,42,53001,227,18,28255,103,Report,42,227,25,25105,128
06/20/2021,25,WV,759,1453736,3171,302,810074,1280,Admin,759,3171,486,677789,2033
06/20/2021,25,NJ,11013,9736576,27133,3828,5355584,9850,Admin,11013,27133,7436,4713751,18301
06/20/2021,25,TX,28542,25410163,67534,11125,14191197,27051,Admin,28542,67535,18912,12115897,43929
06/20/2021,25,US,269133,326039530,765770,111316,180079898,300919,Admin,269133,765770,170788,154749892,504538
06/20/2021,25,AS,0,46027,139,0,25333,80,Admin,0,140,0,20786,68
06/20/2021,25,GA,1031,8100191,23262,225,4455810,9643,Report,1031,23262,1285,3696165,14648
06/20/2021,25,IN,3586,5745334,12949,1589,3032611,4887,Admin,3586,12950,2152,2818789,8637
06/20/2021,25,MS,34,1861491,5434,15,1054152,2280,Report,34,5434,121,859040,3358
06/20/2021,25,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,5
06/20/2021,25,NV,6200,2682974,9447,2504,1502351,3686,Report,6200,9447,4144,1243592,6439
06/20/2021,25,OK,1997,3233407,5852,800,1787524,2558,Admin,1997,5852,1251,1523909,3509
06/20/2021,25,PR,1097,3752660,9361,264,2077657,3274,Admin,1097,9361,874,1772627,6373
06/20/2021,25,KS,4788,2438328,5763,1886,1357910,2206,Report,4788,5763,3202,1192002,4089
06/20/2021,25,IN,12702,5473543,22563,5051,2966459,7331,Report,12702,22563,8012,2622402,15716
06/20/2021,25,OK,6532,3192902,23222,2548,1773122,9499,Report,6532,23222,4196,1474213,14056
06/20/2021,25,PA,37838,13609746,48823,16308,7898628,19983,Report,37838,48823,22482,6195723,30693
06/20/2021,25,ID,2212,1300774,4091,873,695316,1366,Report,2212,4091,1523,629311,3114
06/20/2021,25,NC,23111,8524586,20566,10806,4712795,5926,Report,23111,20566,14480,4050561,15846
06/20/2021,25,AZ,15702,6347146,20684,7314,3613172,9078,Report,15702,20684,8960,2839049,12126
06/20/2021,25,ND,35,636228,913,21,347944,403,Admin,35,914,22,308090,596
06/20/2021,25,ID,430,1321727,2040,181,701856,857,Admin,430,2040,259,639057,1397
06/20/2021,25,MS,945,1993305,3729,395,1079670,1521,Admin,945,3730,569,965294,2333
06/20/2021,25,WI,2650,5903514,10251,1039,3128956,3651,Admin,2650,10251,1728,2897188,7151
06/20/2021,25,DC,473,865721,1524,227,478498,704,Admin,473,1524,289,405069,876
06/20/2021,25,VI,17,76550,180,15,42293,90,Admin,17,180,5,34977,98
06/20/2021,25,WY,113,425297,639,48,233529,271,Admin,113,640,70,204756,416
06/20/2021,25,CO,5798,6137001,14435,2250,3320525,4973,Admin,5798,14435,3754,2960801,9958
06/20/2021,25,NM,911,2373242,6390,396,1298542,3046,Admin,911,6390,584,1130023,4554
06/20/2021,25,LA,7085,3272827,11372,2944,1779590,4123,Report,7085,11372,4313,1567966,7836
06/20/2021,25,UT,35,2759064,12229,14,1533060,4790,Report,35,12229,64,1150515,7812
06/20/2021,25,WA,27440,8334774,37586,10505,4574080,13089,Report,27440,37586,18230,4013928,26117
06/20/2021,25,FL,118109,20477347,108407,53706,11455218,41222,Report,118109,108407,71497,9469609,74180
06/20/2021,25,HI,3710,1661228,5066,1261,975605,1809,Report,3710,5066,2570,720371,3571
06/20/2021,25,MN,2729,5840729,11246,1027,3183170,3608,Admin,2729,11247,1804,2886365,8122
06/20/2021,25,MH,2,33573,105,0,18589,76,Admin,2,106,2,15815,75
06/20/2021,25,OR,2838,4535617,11678,1316,2449527,3893,Admin,2838,11678,1739,2229737,8470
06/20/2021,25,NC,7390,9161711,19576,3155,5106022,8123,Admin,7390,19577,4493,4373397,12375
06/19/2021,24,ME,2094,1610018,3286,677,883472,1025,Admin,2094,3286,1531,818453,2476
06/19/2021,24,RP,0,24408,4,0,13734,4,Admin,0,4,0,12436,4
06/19/2021,24,VI,10,76533,180,8,42278,90,Admin,10,180,7,34972,99
06/19/2021,24,IA,3060,3014102,5511,1092,1612991,1884,Admin,3060,5511,2119,1503749,3957
06/19/2021,24,CO,27564,6019979,23132,9982,3286223,7763,Report,27564,23132,18036,2873834,15786
06/19/2021,24,ID,3375,1298562,4210,1394,694443,1428,Report,3375,4210,2254,627788,3183
06/19/2021,24,OR,13163,4418885,19653,4116,2414617,6002,Report,13163,19653,9568,2159948,14471
06/19/2021,24,NE,1816,1850679,3460,666,986333,1193,Admin,1816,3461,1213,908165,2352
06/19/2021,24,MH,456,31876,139,356,17396,78,Report,456,139,289,15000,89
06/19/2021,24,WA,33413,8307334,38869,12919,4563575,13662,Report,33413,38869,22039,3995698,26847
06/19/2021,24,HI,3627,1657518,4567,1403,974344,1645,Report,3627,4567,2498,717801,3230
06/19/2021,24,WY,1022,413046,915,518,228672,412,Report,1022,915,600,194232,578
06/19/2021,24,FM,0,48191,282,0,28200,207,Report,0,282,0,23642,199
06/19/2021,24,RI,2752,1267354,3005,865,686867,950,Admin,2752,3006,1943,623060,2118
06/19/2021,24,NH,2126,1527517,2767,574,829765,765,Admin,2126,2767,1647,739983,2125
06/19/2021,24,MP,185,52959,262,108,28237,114,Report,185,262,80,25080,153
06/19/2021,24,WV,1320,1376376,2618,453,761601,945,Report,1320,2618,1064,646742,1945
06/19/2021,24,OK,9078,3186370,23386,4242,1770574,9615,Report,9078,23386,5029,1470017,14104
06/19/2021,24,DC,6987,841249,4171,3844,470022,1842,Report,6987,4171,2758,356422,2288
06/19/2021,24,AR,6593,2180298,6170,2870,1236437,2515,Report,6593,6170,3967,1001273,3944
06/19/2021,24,IN,16623,5460841,23196,6914,2961408,7481,Report,16623,23196,10020,2614390,16220
06/19/2021,24,MT,514,937635,1295,260,509206,549,Admin,514,1295,315,455885,858
06/19/2021,24,ID,1193,1321297,2070,493,701675,860,Admin,1193,2070,777,638798,1426
06/19/2021,24,NM,2296,2372331,6483,1198,1298146,3051,Admin,2296,6483,1304,1129439,4637
06/19/2021,24,CT,7653,4371145,9551,2882,2370591,3328,Admin,7653,9552,5183,2141952,6694
06/19/2021,24,MD,14023,6810341,18377,5110,3690593,6105,Admin,14023,18377,9455,3329709,12835
06/19/2021,24,VA,19784,9148829,24227,6718,4991926,8024,Admin,19784,24228,13707,4361688,16883
06/19/2021,24,NY,45671,21573785,58875,17442,11592280,21510,Admin,45671,58876,30661,10400990,40596
06/19/2021,24,SC,7021,4139654,9193,3218,2270150,3805,Admin,7021,9194,4208,1970253,5932
06/19/2021,24,HI,2767,1665414,3008,1038,977450,991,Admin,2767,3008,1831,721221,2154
06/19/2021,24,OH,28097,10466803,34685,10529,5636020,10744,Report,28097,34685,18386,5074777,24768
06/19/2021,24,SD,362,805461,1521,166,438135,674,Report,362,1521,252,393247,949
06/19/2021,24,KY,5495,3961362,8963,2113,2177130,3458,Admin,5495,8963,3581,1917012,6025
06/19/2021,24,AK,506,669184,1129,292,365144,485,Admin,506,1129,277,320688,748
06/19/2021,24,VT,3023,835927,3722,1032,465571,920,Report,3023,3722,2254,398535,2978
06/19/2021,24,VI,204,75954,267,107,41975,125,Report,204,267,97,33881,153
06/19/2021,24,AL,4086,3322598,7654,2473,1875966,3456,Admin,4086,7654,1741,1545483,4555
06/19/2021,24,FL,46548,20851892,57361,22039,11544409,25017,Admin,46548,57361,28712,9834875,37267
06/19/2021,24,WY,302,425184,638,97,233481,273,Admin,302,638,203,204686,413
06/19/2021,24,MS,264,1861457,5464,95,1054137,2293,Report,264,5464,294,858919,3382
06/19/2021,24,AR,2260,2245512,4378,1052,1267313,1910,Admin,2260,4379,1317,1033348,2709
06/19/2021,24,KS,2579,2552403,4439,1095,1413980,1776,Admin,2579,4440,1585,1201305,2890
06/19/2021,24,US,1069021,317117797,1286438,446892,176737141,477919,Report,1069021,1286438,666161,149125164,858012
06/19/2021,24,GU,3821,180939,1645,1448,98643,623,Report,3821,1645,2490,85079,1068
06/19/2021,24,TN,16070,5140035,22187,7322,2844864,7823,Report,16070,22187,8665,2345119,14418
06/19/2021,24,MO,6208,5067411,9739,2750,2774191,3901,Admin,6208,9739,3655,2425109,6317
06/19/2021,24,LA,3849,3351082,6617,1638,1813430,2834,Admin,3849,6617,2357,1644681,4211
06/19/2021,24,DE,4601,1005805,3937,1542,568412,1276,Report,4601,3937,3126,464073,2733
06/19/2021,24,KY,13520,3894258,17370,5282,2156820,6080,Report,13520,17370,8730,1874906,11990
06/19/2021,24,CO,12152,6131203,14952,3851,3318275,5006,Admin,12152,14952,8655,2957047,10456
06/19/2021,24,TN,6854,5423650,10891,2653,2929286,3917,Admin,6854,10892,4419,2572103,7318
06/19/2021,24,IL,51546,12548114,58075,23944,7290865,23010,Report,51546,58075,28936,5589874,37665
06/19/2021,24,PR,4525,3751563,9661,1822,2077393,3384,Admin,4525,9661,2806,1771753,6577
06/19/2021,24,GU,984,186797,708,329,100694,260,Admin,984,708,690,88809,479
06/19/2021,24,OK,3472,3231410,5926,1606,1786724,2547,Admin,3472,5926,1965,1522658,3596
06/19/2021,24,TX,71956,24909954,111804,30020,14029611,45873,Report,71956,111804,44235,11438446,68877
06/19/2021,24,SC,12381,4017725,14077,5199,2216888,5605,Report,12381,14077,7597,1892177,8906
06/19/2021,24,LTC,28,7871079,1243,14,4648335,823,Admin,28,1243,13,3186300,740
06/19/2021,24,FM,66,49421,232,61,29128,173,Admin,66,233,4,24386,158
06/19/2021,24,MA,14826,8757789,19521,4910,4813867,6250,Admin,14826,19522,10440,4194612,13957
06/19/2021,24,SD,516,812145,1285,257,441212,613,Admin,516,1286,315,395398,759
06/19/2021,24,NJ,37540,9837200,39698,14380,5488290,13444,Report,37540,39698,24612,4813294,27143
06/19/2021,24,NM,5371,2278047,9906,2611,1250944,4065,Report,5371,9906,3492,1087843,6883
06/19/2021,24,MD,19558,6659569,33716,7296,3635097,11488,Report,19558,33716,13127,3249846,22955
06/19/2021,24,DE,1592,1031406,2495,585,574873,836,Admin,1592,2496,1074,493606,1751
06/19/2021,24,RI,3021,1244088,5035,1183,679221,1620,Report,3021,5035,1885,602427,3442
06/19/2021,24,WA,16897,8515774,23687,7115,4631365,8505,Admin,16897,23687,10811,4114698,16438
06/19/2021,24,NH,5704,1497072,3943,1644,818595,1012,Report,5704,3943,4251,743412,3036
06/19/2021,24,IN,9472,5741748,13055,3816,3031022,4848,Admin,9472,13056,6015,2816637,8783
06/19/2021,24,MH,155,33571,105,148,18589,76,Admin,155,105,149,15813,75
06/19/2021,24,FL,82868,20359238,104335,37248,11401512,39403,Report,82868,104335,49338,9398112,71536
06/19/2021,24,AK,1376,638888,1337,648,352877,596,Report,1376,1337,849,304545,857
06/19/2021,24,MP,465,53506,244,196,28475,111,Admin,465,244,271,25368,137
06/19/2021,24,LA,10244,3265742,12007,4628,1776646,4399,Report,10244,12007,6136,1563653,8213
06/19/2021,24,ME,5220,1582343,5514,1964,876453,1561,Report,5220,5514,3592,804206,4203
06/19/2021,24,AS,281,46027,142,159,25333,81,Admin,281,142,136,20786,70
06/19/2021,24,TX,52755,25381621,68657,21263,14180072,27391,Admin,52755,68658,34106,12096985,44809
06/19/2021,24,MT,2068,919169,2455,907,503642,946,Report,2068,2455,1292,443323,1638
06/19/2021,24,AS,0,45025,188,0,24758,108,Report,0,188,0,20419,94
06/19/2021,24,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,5
06/19/2021,24,NE,127,1785205,4580,64,962026,1451,Report,127,4580,142,873346,3206
06/19/2021,24,US,562899,325770397,782120,231128,179968582,301439,Admin,562899,782121,359450,154579104,521154
06/19/2021,24,WI,6205,5900864,10453,2398,3127917,3635,Admin,6205,10454,4188,2895460,7370
06/19/2021,24,NV,5383,2739109,6977,2209,1527545,2792,Admin,5383,6977,3603,1285595,4796
06/19/2021,24,GA,14398,8336174,20718,7365,4545668,9233,Admin,14398,20718,7498,3832228,12195
06/19/2021,24,MN,5123,5838000,11527,1906,3182143,3603,Admin,5123,11527,3411,2884561,8416
06/19/2021,24,VA,29131,9001714,38223,10349,4941130,12305,Report,29131,38223,19342,4271383,26437
06/19/2021,24,AL,20943,3275273,24302,10162,1853740,14594,Report,20943,24302,11898,1558881,10539
06/19/2021,24,ND,1546,633888,1182,654,347175,501,Report,1546,1182,1016,290709,761
06/19/2021,24,NY,84465,21151658,89711,33742,11463716,32261,Report,84465,89711,52750,10081134,60669
06/19/2021,24,IL,24203,12908997,31332,11323,7410241,13734,Admin,24203,31332,13844,5724517,18778
06/19/2021,24,VT,642,853839,1491,311,472285,473,Admin,642,1491,416,418335,1146
06/19/2021,24,AZ,20315,6331444,21193,9855,3605858,9216,Report,20315,21193,10760,2830089,12473
06/19/2021,24,PR,19986,3015598,18900,8995,1751059,8035,Report,19986,18900,11618,1365158,11601
06/19/2021,24,PA,22636,13954001,30842,9222,8058960,11923,Admin,22636,30843,14511,6350912,20310
06/19/2021,24,MN,19782,5732364,19207,6653,3152575,5545,Report,19782,19207,13642,2821578,14230
06/19/2021,24,MO,8314,4998531,25181,3950,2751447,7249,Report,8314,25181,5109,2329297,18689
06/19/2021,24,WI,20435,5763920,18854,8100,3102774,5723,Report,20435,18854,13198,2777143,12791
06/19/2021,24,OH,15408,10638298,21537,5253,5678623,6667,Admin,15408,21537,10811,5251327,15803
06/19/2021,24,MI,53543,9239321,34913,18641,4954434,11146,Report,53543,34913,36472,4577451,24695
06/19/2021,24,CA,156268,41346145,158526,73999,23659186,63304,Report,156268,158526,89788,18930342,102090
06/19/2021,24,CA,78350,42475685,106917,34261,24187112,44834,Admin,78350,106917,47653,19514916,68103
06/19/2021,24,AZ,11138,6700634,15415,4362,3716358,5984,Admin,11138,15415,7186,3146852,10150
06/19/2021,24,LTC,1849,7873484,1710,1289,4643190,-38265,Report,1849,1710,0,0,0
06/19/2021,24,PA,36469,13571908,51374,14691,7882320,20730,Report,36469,51374,23765,6173241,32603
06/19/2021,24,IA,10453,2982657,8149,3804,1603764,2599,Report,10453,8149,7052,1477447,5975
06/19/2021,24,UT,5001,2816374,7133,2026,1580083,2705,Admin,5001,7134,3259,1350830,4719
06/19/2021,24,DC,1269,865248,1544,766,478271,706,Admin,1269,1545,596,404780,893
06/19/2021,24,NV,9017,2676774,9827,3834,1499847,3963,Report,9017,9827,5928,1239448,6579
06/19/2021,24,NC,20986,8501475,20611,9436,4701989,5672,Report,20986,20611,13627,4036081,16025
06/19/2021,24,CT,13118,4301684,15240,5164,2349798,4911,Report,13118,15240,8444,2092108,10851
06/19/2021,24,KS,5895,2433540,6210,2475,1356024,2307,Report,5895,6210,3657,1188800,4432
06/19/2021,24,MI,11598,9407245,18858,4594,4994027,6343,Admin,11598,18859,7330,4568180,13150
